"","Entity","cause","Year","val_rate","val_percent","pop_est","Gini_index","gini_bucket","income_group","gdp_per_capita","unemployment_rate","wealth_share_10","urban_pct","CPI_score","gov_spending_toGDP","housing_CosttoIncome","PM2.5"
"76","Belarus","Other mental disorders",2014," 1,889.28",1.88927694103448,9472660,0.27176666,"Moderate","UM",8341.29014337961,5.902,22.6,76.693,31,NA,NA,NA
"77","Belarus","Other mental disorders",2015," 1,887.53",1.88752848677607,9487235,0.25633225,"Moderate","UM",5967.06856034227,5.881,21.2,77.181,32,NA,NA,NA
"78","Belarus","Other mental disorders",2016," 1,885.90",1.88590288347099,9499018,0.25306615,"Moderate","UM",5039.77560949445,5.844,21.3,77.661,40,NA,NA,NA
"79","Belarus","Other mental disorders",2017," 1,886.69",1.88668958528558,9495737,0.2544457,"Moderate","UM",5785.53397723676,5.648,21.3,78.134,44,NA,NA,NA
"80","Belarus","Other mental disorders",2018," 1,889.39",1.88938871426156,9479978,0.25240526,"Moderate","UM",6360.05310087258,4.763,21.4,78.595,44,NA,NA,NA
"81","Belarus","Other mental disorders",2019," 1,896.52",1.89652220977713,9435364,0.25277847,"Moderate","UM",6837.76832136779,4.165,21.3,79.044,45,NA,NA,NA
"82","Belarus","Other mental disorders",2020," 1,907.33",1.90732754526276,9350896,0.24383356,"Low","UM",6542.8645398436,4.049,20.7,79.483,47,NA,NA,NA
"83","Belarus","Mental disorders",2012,"13,605.17",13.6051670736886,9463025,0.26526198,"Moderate","UM",6953.21591683101,5.946,21.8,75.697,NA,NA,NA,NA
"84","Belarus","Mental disorders",2013,"13,550.17",13.5501668236477,9464405,0.26575053,"Moderate","UM",7998.0802045456,5.937,22.1,76.199,NA,NA,NA,NA
"85","Belarus","Mental disorders",2014,"13,489.76",13.4897581998392,9472660,0.27176666,"Moderate","UM",8341.29014337961,5.902,22.6,76.693,31,NA,NA,NA
"86","Belarus","Mental disorders",2015,"13,426.29",13.4262893104958,9487235,0.25633225,"Moderate","UM",5967.06856034227,5.881,21.2,77.181,32,NA,NA,NA
"87","Belarus","Mental disorders",2016,"13,367.30",13.3672971308216,9499018,0.25306615,"Moderate","UM",5039.77560949445,5.844,21.3,77.661,40,NA,NA,NA
"88","Belarus","Mental disorders",2017,"13,328.33",13.3283312629518,9495737,0.2544457,"Moderate","UM",5785.53397723676,5.648,21.3,78.134,44,NA,NA,NA
"89","Belarus","Mental disorders",2018,"13,308.51",13.3085082315071,9479978,0.25240526,"Moderate","UM",6360.05310087258,4.763,21.4,78.595,44,NA,NA,NA
"90","Belarus","Mental disorders",2019,"13,330.66",13.3306605953465,9435364,0.25277847,"Moderate","UM",6837.76832136779,4.165,21.3,79.044,45,NA,NA,NA
"91","Belarus","Mental disorders",2020,"14,654.47",14.6544730721079,9350896,0.24383356,"Low","UM",6542.8645398436,4.049,20.7,79.483,47,NA,NA,NA
"92","Mongolia","Attention-deficit/hyperactivity disorder",2012," 1,060.14",1.06014237914147,2795410,0.33751616,"Moderate","LM",4328.89001905655,3.905,26.2,68.03,NA,36.059739186655,NA,106
"93","Mongolia","Attention-deficit/hyperactivity disorder",2014," 1,032.00",1.03199639609622,2912984,0.3203779,"Moderate","UM",4126.23975800524,4.798,25.5,68.163,39,32.14356650477,NA,64.21
"94","Mongolia","Attention-deficit/hyperactivity disorder",2016," 1,013.97",1.01396690994157,3040773,0.32345733,"Moderate","LM",3619.90026383792,7.235,25.6,68.297,38,39.677393012238,NA,79.02
"95","Mongolia","Attention-deficit/hyperactivity disorder",2018," 1,011.21",1.01120619000318,3167660,0.3274099,"Moderate","LM",4107.64288528468,5.377,25.7,68.445,37,28.405553933083,NA,74
"96","Mongolia","Idiopathic developmental intellectual disability",2016,"   561.88",0.56187676379261,3040773,0.32345733,"Moderate","LM",3619.90026383792,7.235,25.6,68.297,38,39.677393012238,NA,79.02
"97","Mongolia","Idiopathic developmental intellectual disability",2018,"   528.64",0.528637916645951,3167660,0.3274099,"Moderate","LM",4107.64288528468,5.377,25.7,68.445,37,28.405553933083,NA,74
"98","Belarus","Idiopathic developmental intellectual disability",2012,"   351.10",0.351097559106852,9463025,0.26526198,"Moderate","UM",6953.21591683101,5.946,21.8,75.697,NA,NA,NA,NA
"99","Belarus","Idiopathic developmental intellectual disability",2013,"   337.38",0.337382972470701,9464405,0.26575053,"Moderate","UM",7998.0802045456,5.937,22.1,76.199,NA,NA,NA,NA
"100","Belarus","Idiopathic developmental intellectual disability",2014,"   326.45",0.326447312286981,9472660,0.27176666,"Moderate","UM",8341.29014337961,5.902,22.6,76.693,31,NA,NA,NA
"101","China","Eating disorders",2012,"   115.94",0.115942422565213,1369520822,0.42237166,"High","UM",6300.58217951734,4.58,31.5,51.765,NA,NA,NA,56.602
"102","China","Eating disorders",2013,"   115.97",0.115972225477547,1379007984,0.397364,"High","UM",7020.3860742288,4.6,30.3,53.013,NA,NA,NA,75.35
"103","China","Eating disorders",2014,"   115.69",0.115690698040642,1387951920,0.39177653,"High","UM",7636.07434020616,4.63,29.7,54.259,36,NA,NA,52.3424882629108
"104","China","Eating disorders",2015,"   115.16",0.115159671456248,1396134112,0.38595304,"High","UM",8016.44559489998,4.65,29.4,55.5,37,NA,NA,49.4856697247706
"105","China","Eating disorders",2016,"   114.43",0.114428596251326,1404052581,0.38480517,"High","UM",8094.39016735149,4.56,29.3,56.736,40,NA,NA,45.6212545454545
"106","China","Eating disorders",2017,"   113.64",0.113643561516968,1412354694,0.39075777,"High","UM",8817.04560829162,4.47,29.9,57.96,41,NA,NA,44.6155405405405
"107","China","Eating disorders",2018,"   113.14",0.113141763009958,1419008910,0.38497642,"High","UM",9905.40638304527,4.31,29.4,59.152,39,NA,NA,40.4088606620477
"108","China","Eating disorders",2019,"   113.15",0.113150221520654,1423520298,0.38168344,"High","UM",10143.8602206165,4.56,29.5,60.308,41,NA,NA,38.5087551440329
"109","China","Eating disorders",2020,"   115.39",0.115387245351055,1426106040,0.37090832,"High","UM",10408.7195541075,5,29.4,61.428,42,NA,NA,NA
"110","China","Eating disorders",2021,"   114.68",0.114678009754669,1426437224,0.35743752,"High","UM",12617.5051041181,4.55,28.2,62.512,NA,NA,NA,NA
"111","Mongolia","Depressive disorders",2012," 4,069.37",4.06937016107459,2795410,0.33751616,"Moderate","LM",4328.89001905655,3.905,26.2,68.03,NA,36.059739186655,NA,106
"112","Mongolia","Depressive disorders",2014," 4,041.36",4.04136244836015,2912984,0.3203779,"Moderate","UM",4126.23975800524,4.798,25.5,68.163,39,32.14356650477,NA,64.21
"113","Mongolia","Depressive disorders",2016," 3,995.35",3.99535425669732,3040773,0.32345733,"Moderate","LM",3619.90026383792,7.235,25.6,68.297,38,39.677393012238,NA,79.02
"114","Mongolia","Depressive disorders",2018," 3,934.56",3.93456449956796,3167660,0.3274099,"Moderate","LM",4107.64288528468,5.377,25.7,68.445,37,28.405553933083,NA,74
"115","China","Other mental disorders",2012," 1,696.44",1.69643970107849,1369520822,0.42237166,"High","UM",6300.58217951734,4.58,31.5,51.765,NA,NA,NA,56.602
"116","China","Other mental disorders",2013," 1,708.80",1.70879996954738,1379007984,0.397364,"High","UM",7020.3860742288,4.6,30.3,53.013,NA,NA,NA,75.35
"117","China","Other mental disorders",2014," 1,720.94",1.72094449436454,1387951920,0.39177653,"High","UM",7636.07434020616,4.63,29.7,54.259,36,NA,NA,52.3424882629108
"118","China","Other mental disorders",2015," 1,732.77",1.73276934483773,1396134112,0.38595304,"High","UM",8016.44559489998,4.65,29.4,55.5,37,NA,NA,49.4856697247706
"119","China","Other mental disorders",2016," 1,743.27",1.7432685357335,1404052581,0.38480517,"High","UM",8094.39016735149,4.56,29.3,56.736,40,NA,NA,45.6212545454545
"120","China","Other mental disorders",2017," 1,751.57",1.75156687324663,1412354694,0.39075777,"High","UM",8817.04560829162,4.47,29.9,57.96,41,NA,NA,44.6155405405405
"121","China","Other mental disorders",2018," 1,760.64",1.76063960157992,1419008910,0.38497642,"High","UM",9905.40638304527,4.31,29.4,59.152,39,NA,NA,40.4088606620477
"122","China","Other mental disorders",2019," 1,771.50",1.77149800374387,1423520298,0.38168344,"High","UM",10143.8602206165,4.56,29.5,60.308,41,NA,NA,38.5087551440329
"123","China","Other mental disorders",2020," 1,783.61",1.78360890858184,1426106040,0.37090832,"High","UM",10408.7195541075,5,29.4,61.428,42,NA,NA,NA
"124","China","Other mental disorders",2021," 1,797.41",1.79741474775848,1426437224,0.35743752,"High","UM",12617.5051041181,4.55,28.2,62.512,NA,NA,NA,NA
"125","Mongolia","Eating disorders",2012,"   175.69",0.175685557317989,2795410,0.33751616,"Moderate","LM",4328.89001905655,3.905,26.2,68.03,NA,36.059739186655,NA,106
"126","Mongolia","Eating disorders",2014,"   177.34",0.177336613062515,2912984,0.3203779,"Moderate","UM",4126.23975800524,4.798,25.5,68.163,39,32.14356650477,NA,64.21
"127","Mongolia","Eating disorders",2016,"   176.13",0.176126596599899,3040773,0.32345733,"Moderate","LM",3619.90026383792,7.235,25.6,68.297,38,39.677393012238,NA,79.02
"128","Mongolia","Eating disorders",2018,"   173.93",0.173934760291344,3167660,0.3274099,"Moderate","LM",4107.64288528468,5.377,25.7,68.445,37,28.405553933083,NA,74
"129","Kazakhstan","Schizophrenia",2012,"   226.79",0.226794087699489,17306063,0.2816882,"Moderate","UM",12018.7966527993,5.29,22.9,56.973,NA,NA,NA,NA
"130","Kazakhstan","Schizophrenia",2013,"   227.76",0.227764687753339,17556454,0.2706543,"Moderate","UM",13478.459627612,5.2,22.5,57.046,NA,NA,NA,NA
"131","Kazakhstan","Schizophrenia",2014,"   228.54",0.228538452465349,17816240,0.2701586,"Moderate","UM",12427.7094576939,5.06,22.6,57.118,29,NA,NA,NA
"132","Kazakhstan","Schizophrenia",2015,"   228.80",0.228804864070399,18084126,0.26803666,"Moderate","UM",10196.1226255982,4.93,22.6,57.191,28,NA,NA,NA
"133","Kazakhstan","Schizophrenia",2016,"   228.46",0.228455133599956,18363551,0.27225325,"Moderate","UM",7475.56688689424,4.96,22.7,57.264,29,NA,NA,NA
"134","Kazakhstan","Schizophrenia",2017,"   227.79",0.227794677100084,18651876,0.27450275,"Moderate","UM",8943.08416791984,4.9,23,57.336,31,NA,NA,NA
"135","Kazakhstan","Schizophrenia",2018,"   227.12",0.227120249675741,18932674,0.27792874,"Moderate","UM",9472.48527327758,4.85,23.4,57.428,31,NA,NA,32.25
"136","Kazakhstan","Schizophrenia",2019,"   226.44",0.226442100264394,19209498,0.27968282,"Moderate","UM",9457.12614657136,4.8,23.6,57.54,34,NA,NA,21.77
"137","Kazakhstan","Schizophrenia",2020,"   226.24",0.226243799689164,19482065,0.2868392,"Moderate","UM",8781.50797787648,4.89,24.2,57.671,38,NA,NA,NA
"138","Kazakhstan","Schizophrenia",2021,"   224.49",0.224487809567153,19743565,0.29191533,"Moderate","UM",9983.60103576902,5.546,24.8,57.821,NA,NA,NA,NA
"139","Armenia","Autism spectrum disorders",2012,"   948.56",0.948564194431203,2922474,0.29602262,"Moderate","LM",3511.56399687426,17.511,24.5,63.24,NA,NA,NA,NA
"140","Armenia","Autism spectrum disorders",2013,"   945.17",0.945172177665957,2922487,0.30579662,"Moderate","LM",3680.16692158886,16.576,24.7,63.164,NA,NA,NA,NA
"141","Armenia","Autism spectrum disorders",2014,"   942.17",0.942173917993401,2922390,0.3148329,"Moderate","LM",3852.11800610384,17.498,25.7,63.112,37,NA,NA,NA
"142","Armenia","Autism spectrum disorders",2015,"   939.36",0.939358801846392,2921124,0.32356772,"Moderate","LM",3512.39350276709,18.261,26.7,63.085,35,NA,NA,NA
"143","Armenia","Autism spectrum disorders",2016,"   937.44",0.937438508661441,2918753,0.32547948,"Moderate","LM",3524.42476874707,17.617,25.3,63.082,33,NA,NA,NA
"144","Armenia","Autism spectrum disorders",2017,"   936.84",0.936838618138687,2914918,0.3362184,"Moderate","UM",3869.05373867752,17.704,28.4,63.103,35,NA,NA,NA
"145","Armenia","Autism spectrum disorders",2018,"   936.98",0.93698094106108,2909917,0.344335,"Moderate","UM",4196.00562301769,18.966,29.2,63.149,35,NA,NA,NA
"146","Armenia","Autism spectrum disorders",2019,"   936.55",0.936553988846083,2903922,0.30031213,"Moderate","UM",4597.22887399548,18.304,25.2,63.219,42,NA,NA,NA
"147","Armenia","Autism spectrum disorders",2020,"   933.06",0.933059578570178,2890849,0.25131604,"Moderate","UM",4268.68093304583,18.175,21.5,63.313,49,NA,NA,NA
"148","Armenia","Autism spectrum disorders",2021,"   933.24",0.933244219301224,2870293,0.2794013,"Moderate","UM",4685.17997128509,15.469,23.6,63.431,NA,NA,NA,NA
"149","Kazakhstan","Depressive disorders",2012," 3,548.51",3.5485129659172,17306063,0.2816882,"Moderate","UM",12018.7966527993,5.29,22.9,56.973,NA,NA,NA,NA
"150","Kazakhstan","Depressive disorders",2013," 3,559.63",3.55963191306062,17556454,0.2706543,"Moderate","UM",13478.459627612,5.2,22.5,57.046,NA,NA,NA,NA
"151","Kazakhstan","Depressive disorders",2014," 3,567.09",3.56709117397061,17816240,0.2701586,"Moderate","UM",12427.7094576939,5.06,22.6,57.118,29,NA,NA,NA
"152","Kazakhstan","Depressive disorders",2015," 3,562.80",3.56280315596335,18084126,0.26803666,"Moderate","UM",10196.1226255982,4.93,22.6,57.191,28,NA,NA,NA
"153","Kazakhstan","Depressive disorders",2016," 3,547.20",3.547197629775,18363551,0.27225325,"Moderate","UM",7475.56688689424,4.96,22.7,57.264,29,NA,NA,NA
"154","Kazakhstan","Depressive disorders",2017," 3,529.45",3.52945125408626,18651876,0.27450275,"Moderate","UM",8943.08416791984,4.9,23,57.336,31,NA,NA,NA
"155","Kazakhstan","Depressive disorders",2018," 3,514.96",3.51495770776052,18932674,0.27792874,"Moderate","UM",9472.48527327758,4.85,23.4,57.428,31,NA,NA,32.25
"156","Kazakhstan","Depressive disorders",2019," 3,504.46",3.5044631065307,19209498,0.27968282,"Moderate","UM",9457.12614657136,4.8,23.6,57.54,34,NA,NA,21.77
"157","Kazakhstan","Depressive disorders",2020," 3,779.28",3.77927589757083,19482065,0.2868392,"Moderate","UM",8781.50797787648,4.89,24.2,57.671,38,NA,NA,NA
"158","Kazakhstan","Depressive disorders",2021," 3,877.52",3.87752322094087,19743565,0.29191533,"Moderate","UM",9983.60103576902,5.546,24.8,57.821,NA,NA,NA,NA
"159","Mongolia","Other mental disorders",2012," 1,399.39",1.39938682870748,2795410,0.33751616,"Moderate","LM",4328.89001905655,3.905,26.2,68.03,NA,36.059739186655,NA,106
